ID,Company,Job_Title,YOE,Location,Est_Salary,Job_Description,Link,Min_level,Max_level,VN,Overseas,Remote,Data_Engineer,Data_Analyst,Data_Scientist,Business_Analyst,Business_Intelligence,Others,Bachelor,Master,PhD,predicted_salary
6827,Golden Gate,Financial Analyst,3,HCM,1800,"Proficient in Excel and data synthesis, analysis and presentation tools such as Power BI - SQL, Power Query, Data Studio",https://careerbuilder.vn/vi/tim-viec-lam/financial-analyst.35BDDF6E.html,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1976.8370997035074
5265,HD Saison,Business Intelligence Analyst,3,HCM,1800,Have at least 3 years of experience in data/reporting field; Most recent experience is working in Business Intelligence,https://careerbuilder.vn/vi/tim-viec-lam/business-intelligence-analyst.35BD7467.html,2,2,1,0,0,0,0,0,0,1,0,0,0,0,2203.5259781178765
6125,SHB,Data Analyst,3,HN,1800,At least 03 years of experience in data analysis and 04 years of experience working in the banking and finance industry,https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-du-lieu.35BDACE6.html,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1976.8370997035074
6576,OKXE,Senior Data Analyst,3,HN,1800,Have 3 years of experience in the field of Data Analyst/ Business Analyst/ Business Intelligence. Proficient in SQL.,https://www.facebook.com/groups/datanalyticsvn/posts/3257331037893523/,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1976.8370997035074
3960,Savvycom,Data Analyst,3,Remote,1800,Experience with AWS/Python/SQL; Have 2 years of experience with Power BI/Grafana/etc analysis and reporting tools...,https://www.facebook.com/groups/datanalyticsvn/posts/3206385752988052,2,2,0,0,1,0,1,0,0,0,0,0,0,0,2538.9458582131438
5093,Tiki,Senior Financial Analyst - Commercial Finance,2,HCM,1800,2-3 years in relevant experience; Experience with using SQL queries for data extraction and manipulation is a plus,https://www.linkedin.com/jobs/view/3671875125/,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1756.046084462347
3521,Tiki,Senior Finance Analyst - Business,2,HCM,1800,Experience with using SQL queries for data extraction and manipulation is a plus; 2-3 years in relevant experience,https://tuyendung.tiki.vn/job/senior-finance-analyst-business-5299,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2121.004354318048
6319,Savills,Senior Researcher / Senior Market Research Analyst,2,HN,1800,"Từ 1000$, At least two years of experience in related field. Candidate with Real Estate experience is preferred.",https://www.vietnamworks.com/senior-researcher-senior-market-research-analyst-1689687-jv,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1756.046084462347
3473,SHB,Planning and Financial Analyst,3,HN,1800,"Proficient in Excel, SQL; Have at least 3 years of experience in the fields of accounting, auditing, and finance",https://tuyendung.shb.com.vn/viec-lam/chuyen-vien-ke-hoach-va-tai-chinh-kinh-doanh.35a9d7af.html,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2370.666096601707
5856,Thuan Hai Energy,Information Technology Business Analyst,3,HCM,1800,"Major in IT, MIS or experience in related majors; Have knowledge and experience building reports using Power BI",https://www.linkedin.com/jobs/view/3688480618,2,2,1,0,0,0,0,1,1,0,0,0,0,0,2508.4993754142934
4068,FedEx ( TNT Express ),Marketing Analyst - Senior,3,HCM,1800,"Advanced knowledge of marketing theories and techniques, spreadsheets and database applications (such as SQL)",https://careerbuilder.vn/vi/tim-viec-lam/marketing-analyst-senior.35BD2B51.html,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1976.8370997035074
2330,CT Group,Financial Planning & Analysis ( FP&A ) Specialist,3,HCM,1800,"At least 3-5 years of experience in financial planning and analysis, preferably in the real estate industry.",https://careerbuilder.vn/vi/tim-viec-lam/financial-planning-analysis-fp-a-specialist.35BBEB7C.html,2,2,1,0,0,0,0,0,0,0,1,0,0,0,2325.3162274092774
2036,Manpower's Client,HR Data Analyst,4,BR-VT,1800,"Minimum 4 years experience in IT, data analyzing, building system for employee information management.",https://manpower.com.vn/vi/vi-tri-tuyen-dung/lsp-hr-data-analyst,2,2,1,0,0,0,1,0,0,0,0,0,0,0,2190.318645698203
3026,CC1 ( TCT Xay dung So 1 ),Financial & Planning Analyst,5,HCM,1800,Proficient in using Excel; Have at least 5 years of experience in developing and managing budget plans,https://careerbuilder.vn/en/search-job/chuyen-vien-tai-chinh-ke-hoach.35BCF253.html,2,2,1,0,0,0,1,0,0,0,0,0,0,0,2396.4907224464323
6607,FITNESS & LIFESTYLE ( FLG ),Senior Reporting Analyst ( Digital Marketing ),3,HCM,1800,"Minimum of 3+ years’ experience in a directly relevant role, with demonstrated success shown.",https://www.vietnamworks.com/senior-reporting-analyst-digital-marketing-1693894-jv,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1976.8370997035074
1289,Cathay Life,Actuary Analyst | Pricing Actuary,3,HCM,1800,At least 03 years of working experience in a similar position at Life Insurance companies;,https://www.cathaylife.com.vn/cathay/tuyen-dung/243,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1976.8370997035074
5473,GHN,Senior Data Analyst,5,HCM,1800,"Language tool: SQL (5+ years), Python (+ 3 year); Experience with Big Data (3+ years)",https://www.linkedin.com/jobs/view/3684199100/,2,2,1,0,0,0,1,0,0,0,0,0,0,0,2396.4907224464323
6070,OKXE,Senior Data Analyst,3,HN,1800,3+ years of experience in Data Analyst or Business Analyst or Business Intelligence.,https://topdev.vn/viec-lam/senior-data-analyst-cong-ty-tnhh-okxe-viet-nam-2031280,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1976.8370997035074
2585,HD Bank,Data Analyst ( BI ),4,HCM,1800,Have at least 4 years of experience in building data analysis indexes and reporting.,https://itviec.com/viec-lam-it/data-analyst-bi-hdbank-0204,2,2,1,0,0,0,1,0,0,0,0,0,0,0,2190.318645698203
5217,OKXE,Data Analyst,3,HN,1800,3 years of experience in Data Analyst or Business Analyst or Business Intelligence.,https://www.linkedin.com/jobs/view/data-analyst-at-okxe-inc-3673105500,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1976.8370997035074
7138,MB SHINSEI ( MCREDIT ),HR Data Analytics,3,HN,1800,At least 3 years of experience in data analysis and reporting and human resources,https://www.linkedin.com/jobs/view/hr-data-analytics-at-mcredit-mb-shinsei-finance-limited-3737050282/,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1976.8370997035074
6026,Yes4All,Senior Product Marketing Specialist,2,HCM,1800,At least 2-4 years of experience; Have strong data analysis skills (Excel),https://careerbuilder.vn/vi/tim-viec-lam/senior-product-marketing-specialist.35BDA6A8.html,2,2,1,0,0,0,0,0,0,0,1,0,0,0,2117.7487131087473
2181,Wanek Furniture,Data ( Business ) Analyst,3,"HCM, Binh Duong, Dong Nai",1800,At least 3 years of experience in operational supply chain of finance,https://careerbuilder.vn/vi/tim-viec-lam/business-analyst.35BC03F1.html,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1976.8370997035074
2419,FE CREDIT,Senior Cost Management Specialist,2,HCM,1800,Analytical skills; At least 2-3 years of experience in related fields,https://career.fecredit.com.vn/viec-lam/senior-cost-management-specialist.35a9ba5f.html,2,2,1,0,0,0,0,0,0,0,1,0,0,0,2117.7487131087473
6810,Undisclosed,AI Engineer,3,Remote,1800,[Remote] AI Engineer with 3 years of experience; Offer upto 1500$ NET,https://www.facebook.com/groups/datanalyticsvn/posts/3263887667237860/,2,2,0,0,1,1,0,0,0,0,0,0,0,0,2871.154257813356
6943,HIVETECH,Data Engineer Support,5,HN,1800,Proven experience in a data engineering or data support role.,https://www.topcv.vn/viec-lam/data-enginee-support-feelancer/1132139.html,2,2,1,0,0,1,0,0,0,0,0,0,0,0,2726.168823367394
7243,Seko Logistics Global,FMC Compliance Data Analyst,3,HCM,1800,Minimum 3-5 years’ experience with U.S. Ocean shipments.,https://www.linkedin.com/jobs/view/3736868923,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1976.8370997035074
5918,Bao Viet,Data Analyst,3,HN,1800,Have 02 years of experience as a data analyst or higher,https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-du-lieu-data-analyst/626020.html,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1976.8370997035074
6864,SHB,Data Analyst,3,HN,1800,Minimum 03 years of experience in Banking/Finance field,https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-du-lieu-khoi-cntt.35BDE3D8.html,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1976.8370997035074
2404,Ortholite,Senior Salary Data Analyst | Specialist,3,Binh Duong,1800,"Strong C&B knowledge, data analysis, salary benchmark",https://careerbuilder.vn/vi/tim-viec-lam/ovn-chuyen-vien-phan-tich-tien-luong-cap-cao-senior-salary-data-analyst-specialist.35BCD74B.html,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1976.8370997035074
2499,MODEC,Data Analyst,3,HCM,1800,Minimum of 3 years of relevant work experience.,https://freec.asia/jobs/data-analyst-24-i42531,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1976.8370997035074
2396,Undisclosed,Senior Reporting Analyst ( Excel ),3,HCM,1800,From 3 years of experience in finance/audit.,https://www.linkedin.com/jobs/view/senior-reporting-analyst-at-retailer-3603699999,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1976.8370997035074
6047,Yves Rocher,CRM Executive ( Data Analyst ),3,HCM,1800,3 years’ experience in retail industries,https://www.linkedin.com/jobs/view/3702876721,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1976.8370997035074
2418,FE CREDIT,Senior Financial Analysis Specialist,3,HCM,1800,3 years working in similar position,https://career.fecredit.com.vn/viec-lam/senior-financial-analysis-specialist-chuyen-vien-phan-tich-tai-chinh-cao-cap.35a9be20.html,2,2,1,0,0,0,0,0,0,0,1,0,0,0,2325.3162274092774
5964,Sense of life ( S.O.L ),Customer Relationship Management ( CRM ),3,HCM,1800,"Prepare Data analysis about Client profiles by brand and by product category on weekly & monthly basis, read between the lines to provide insights.",https://careerbuilder.vn/vi/tim-viec-lam/customer-relationship-management-crm.35BDA236.html,1,2,1,0,0,0,0,0,0,0,1,0,0,0,2268.5143126591183
5730,Avery Dennison RIS,Metrics Team Leader,3,HCM,1800,Minimum of 3-4 years’ experience leading a team in a rapidly changing; Build-up team capability in data analyst & data presentation.,https://careerbuilder.vn/vi/tim-viec-lam/metrics-team-leader.35BD93B1.html,1,2,1,0,0,0,0,0,0,0,1,0,0,0,2268.5143126591183
3181,Cirkle K ( Vòng Tròn Đỏ ),Business Intelligence Supervisor,3,HCM,1800,"SQL Server skills including SQL objects development, performance tuning, data analysis & integration",https://www.circlek.com.vn/vi/job_vacancy/business-intelligence-supervisor/,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2370.162236434586
7102,YODY,Data Lead,3,HN,1800,"Expertise in data analytics, machine learning, data engineering, and data visualization.",https://www.topcv.vn/viec-lam/data-lead-optimize-operations-dept/1141360.html,1,2,1,0,0,0,0,1,0,0,0,0,0,0,2275.6235707593105
4121,Loc Troi Group,Data Analyst,3,HCM,1800,Have at least 3 years of experience in a similar position,https://careerbuilder.vn/vi/tim-viec-lam/data-analyst.35BD361E.html,1,2,1,0,0,0,1,0,0,0,0,0,0,0,2018.3156656319227
5945,Thien Long,Product Marketing Assistant Manager,2,HCM,1800,"University degree in Business / Finance / Marketing / Data Science or related fields; From 2-3 years of experience in the position of Deputy Manager (Assistant Manager), Senior Specialist (Senior Specialist / Executive)",https://careerbuilder.vn/vi/tim-viec-lam/hcm-q2-product-marketing-assistant-manager.35BDA0B6.html,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1969.596169506624
734,Avery Dennison RIS,Data Team Leader,2,HCM,1800,At least 2+ years working experience,https://www.smartrecruiters.com/AveryDennison/743999795004053-data-team-leader,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1969.596169506624
2615,TTC Solutions,Data Scientist,2,HN,1900,"Kỹ năng lập trình 1 trong các ngôn ngữ Python/Java/Scala, Spark processing framework, Jupiter Notebook, Numpy, Pandas, Pyspark, PyClustering, TensorFlow, Transformer, Fast-Bert, Anaconda, Tableau, ect.",https://www.topcv.vn/viec-lam/data-scientist-du-an-banking/1016348.html,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1706.1740215387988
4396,Undisclosed,Data Lake Developer,3,HCM,1900,"**At least 3 years experience in any following data analysis programming languages: Python, R, Java, Scalar, Spark is a must; Extensive expertise in Big Data.",https://docs.google.com/document/d/1vYoBnMdNFCu47jB93haJ61X8kFc9_4su,1,2,1,0,0,0,0,0,0,0,1,0,0,0,2268.5143126591183
6613,Viet Thai International ( VTI Group ),[Highlands Coffee] - Supply Chain Business Analyst,2,HCM,1900,"2+ years of experience in supply chain management, data analytics, or a related field.",https://careerbuilder.vn/vi/tim-viec-lam/highlands-coffee-supply-chain-business-analyst.35BDD01B.html,1,2,1,0,0,0,0,0,1,0,0,0,0,0,2094.3281910332835
2255,Undisclosed,Data Engineer,4,HCM,1900,"Fast process, 1-2 rounds of interviews; No probation, go to work immediately",https://www.facebook.com/groups/datanalyticsvn/posts/3179908445635783,2,2,1,0,0,1,0,0,0,0,0,0,0,0,2538.2135308481174
1938,T&C Logistics,Senior Database Engineer,5,HCM,1900,Minimum experience 5 years +,https://topdev.vn/detail-jobs/senior-database-t-c-logistics-2030074,2,2,1,0,0,1,0,0,0,0,0,0,0,0,2726.168823367394
546,VIB,Data Analytics Specialist,2,HN,1905,"Minimum 7 years (Expert)/ 5 years (Senior Specialist)/ 3 years (Main Specialist)/ 2 years (Specialist)/ Priority to have (Employee) working experience in the field of Finance, Banking at financial service organizations involving system data processing, data analysis, and reporting;",https://careers.vib.com.vn/careers/job/18033,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1706.1740215387988
545,VIB,AML Risk Data Analytics,2,HN,1905,Minimum 05 years (Expert)/ 04 years (Senior Specialist)/ 03 years (Main Specialist)/ 02 years (Specialist) of working experience in the field of digital banking/ risk management/ control internal/compliance management/quality management,https://careers.vib.com.vn/en/job/17752,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2029.1498652989637
4224,VIB,Senior Business Intelligence,2,HN,1905,Minimum 7 years (Expert)/ 5 years (Senior Specialist)/ 3 years (Main Specialist)/ 2 years (Specialist) of working experience; in related positions in the field of Finance and Banking or Information Technology industry group;,https://careerbuilder.vn/vi/tim-viec-lam/business-intelligent-chuyen-vien-cao-cap-phan-tich-kinh-doanh-mang-luoi-chi-nhanh.35BD3B11.html,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1969.596169506624
1578,VIB,Digital Data Analyst,2,HCM,1905,Minimum 7 years (Expert)/5 years (Senior Specialist)/3 years (Main Specialist)/2 years (Specialist) of working experience in related positions in the field of Finance and Banking or Information Technology industry group;,https://careers.vib.com.vn/careers/job/16014,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1706.1740215387988
4393,Rikkeisoft,Data Engineer,2,HN,1905,Working with SQL Server databases; Building data processing flows in SQL Server Integration Services (SSIS); Intermediate level of English speaking to work with US team,https://www.topcv.vn/viec-lam/data-engineer-spoken-english-upto-45m/1060756.html,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2017.0222089032643
1579,VIB,Data Analyst ( Excel VBA ),1,HN,1905,Minimum 1 year of working experience in VBA programming on Excel: ability to advance/excellent;,https://careers.vib.com.vn/careers/job/19319,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1386.7229081992093
7011,Undisclosed,Data Engineer,2,HN,1905,"[HN] #Data Engineer ENG Good from 2+years of experience, proficient in Cloud| Salary upto 45M",https://www.facebook.com/groups/datanalyticsvn/posts/3268815543411739/,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2017.0222089032643
7233,Undisclosed,Data Engineer,2.5,HN,1905,"[Pham Hung-HN] Data Engineer 2.5 years of experience, English Fluent. Salary upto: 45M",https://www.facebook.com/groups/datanalyticsvn/posts/3276655699294390/,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2164.898322491159
6987,IEC Games,Data Analyst,2,HN,1905,At least 2 years of DA experience,https://www.facebook.com/groups/datanalyticsvn/posts/3268409666785660/,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1706.1740215387988
5699,Iconic,Marketing Manager ( Property Technology ),3,HCM,1905,3-5 years of relevant marketing experience preferably in Proptech; Proficiency in data analysis and ability to derive actionable insights from marketing data.,https://careerbuilder.vn/vi/tim-viec-lam/jhc0031569-marketing-manager-property-technology.35BD91D2.html,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2158.5195513629296
5814,Undisclosed,Marketing Manager,3,HCM,1905,3-5 years of relevant marketing experience; Proficiency in data analysis and ability to derive actionable insights from marketing data.,https://careerbuilder.vn/vi/tim-viec-lam/marketing-manager.35BD9784.html,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2158.5195513629296
3462,NTQ Solution's Client,Data Analyst,5,HN,1905,"[Hoan Kiem, Hanoi] Urgently needed a Project Manager to build a team for a new project, 5+ years of experience; Have experience working with domain Banking; Strong in SQL",https://www.facebook.com/groups/datanalyticsvn/posts/3200170663609561,2,2,1,0,0,0,1,0,0,0,0,0,0,0,2396.4907224464323
3339,Anfin,Senior Data Analyst,3,HCM,1905,Offer qualified employees the opportunity for ESOP; At least 3+ years experience as a Data Analyst/ Business Intelligence Analyst with the core product team,https://www.anfin.vn/careers/senior-data-analyst,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1976.8370997035074
3445,Undisclosed,Data Engineer,3,HCM,1905,Large banks in Ho Chi Minh City are recruiting for the position of Data Engineer with experience in making DataLake; Minimum 3 years of work experience,https://www.facebook.com/groups/datanalyticsvn/posts/3200045696955391,2,2,1,0,0,1,0,0,0,0,0,0,0,0,2342.9487690823744
5152,VMO Group,Data Engineer ( Global Market ),3,HN,1905,"Have SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working with many types of databases",https://www.linkedin.com/jobs/view/3672715032,2,2,1,0,0,1,0,0,0,0,0,0,0,0,2342.9487690823744
6030,TPP ( TP&P Technology ),Cloud Data Engineer,3,HN,1905,"Minimum of 3 years of experience in data engineering role in Analytics data platform working on Data Ingestion, Cleaning and Curation.",https://www.topcv.vn/viec-lam/cloud-data-engineer-ha-noi/1103412.html,2,2,1,0,0,1,0,0,0,0,0,0,0,0,2342.9487690823744
4777,Anfin,Data Analyst / Data Scientist,3,HCM,1905,At least 3+ years experience as a Data Analyst/ Business Intelligence Analyst with the core product team,https://www.linkedin.com/jobs/view/3662520370,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1976.8370997035074
6341,IEC Games,Senior Data Analyst,3,HN,1905,"Minimum 3 year of working experience in financial services, data processing, analysis or related fields",https://www.facebook.com/groups/datanalyticsvn/posts/3251854675107826/,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1976.8370997035074
7081,Undisclosed,Data Engineer,3,HN,1905,"[Pham Hung-HN] Data Engineer, 3 years of experience. Good English communication. Offer upto: 45 million",https://www.facebook.com/groups/datanalyticsvn/posts/3271872086439418/,2,2,1,0,0,1,0,0,0,0,0,0,0,0,2342.9487690823744
3496,HR1's Client,Data Engineer,3,HCM,1905,Data Engineer | 3years of experience | Salary range: 45Mil | Data Engineer /Data Lake experience,https://www.facebook.com/groups/datanalyticsvn/posts/3200700850223209,2,2,1,0,0,1,0,0,0,0,0,0,0,0,2342.9487690823744
6933,Undisclosed,Data Engineer,3,HN,1905,"Data Engineer, 3 years of experience. Good English communication. Offer upto: 45 million.",https://www.facebook.com/groups/datanalyticsvn/posts/3266776873615606/,2,2,1,0,0,1,0,0,0,0,0,0,0,0,2342.9487690823744
6017,TPP ( TP&P Technology ),Data Engineer,3,HCM,1905,Minimum of 3 years of experience in data engineering role in Analytics data platfrom,https://www.facebook.com/groups/datanalyticsvn/posts/3244009762558984/,2,2,1,0,0,1,0,0,0,0,0,0,0,0,2342.9487690823744
6918,Undisclosed,Data Engineer,3,HN,1905,"[Pham Hung-HN] Data Engineer, 3 years of experience; Offer upto: 45 million",https://www.facebook.com/groups/datanalyticsvn/posts/3266094123683881/,2,2,1,0,0,1,0,0,0,0,0,0,0,0,2342.9487690823744
5837,VMO Group,Data Engineer,4,HN,1905,[HN-My Dinh] Data Engineer from 4exp. English customers. Salary upto 45M.,https://www.facebook.com/groups/datanalyticsvn/posts/3240093529617274/,2,2,1,0,0,1,0,0,0,0,0,0,0,0,2538.2135308481174
4329,Undisclosed,Data Analyst | Business Analyst,5,HN,1905,"HN: Need an onsite person to be a Data/Business analyst, salary ~45 million. YC: +5YOE, TA B1, techtask (SQL, cloud, Data platforms). PV 1-2 rounds",https://www.facebook.com/groups/datanalyticsvn/posts/3213812862245341/,2,2,1,0,0,0,1,0,0,0,0,0,0,0,2396.4907224464323
5683,Cinnamon AI,Junior AI Engineer / Researcher,0,HN,2000,Accept Freshers; At least 1 year of experience in Deep Learning-Framework such as Tensorflow and Pytorch.,https://itviec.com/viec-lam-it/junior-ai-engineer-researcher-cinnamon-ai-labs-2933,0,1,1,0,0,1,0,0,0,0,0,0,0,0,888.8943268168567
3403,Base .vn,Software Engineer ( All Levels ),0,HN,2000,"Good knowledge in Algorithms & Data structures; Good knowledge and experience in using any programming language (PHP/Javascript is an advantage, we are also open for who are good at Java/C++ if they are willing to learn new techstack)",https://www.linkedin.com/jobs/view/3629983373,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1798.0331196012878
2635,Giao Hang Tiet Kiem ( GHTK ),NLP Engineer ( R&D ),0,HN,2000,Have a basic understanding of Statistical Probability; Have good knowledge of Algorithms and Machine Learning.,https://giaohangtietkiem.vn/hn-nlp-engineer-rd-16189,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1715.8202991927797
2267,Nexcel Solutions,Database Developer ( SQL ),2,HCM,2000,"Experience in Relational Database design and implementation (MS SQL is a plus). Basic knowledge of Transaction Locking, SQL Server Broker. Strong analytical skills and be able to show initiative and take a proactive approach to your work. Good English skills. Years of experience: 03 Prefer candidates who have a passion for long-term engagement.",https://itviec.com/it-jobs/database-developer-sql-up-to-2-000-nexcel-solutions-2415,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1969.596169506624
3980,Undisclosed,Senior Data Engineer,2,HCM,2000,"HCM F&B Company is looking to recruit a Senior Data Engineer position, 2-3 years experience, salary up to 2000$, knowledge of Tableau, Power BI, structure/none structure data base (My SQL, MS.SQL server , Mongo DB, Postgre...), Python, PHP.",https://www.facebook.com/groups/datanalyticsvn/posts/3206784589614835/,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2017.0222089032643
5042,SmartOSC,Data Analyst,2,HN,2000,"2-3 years of experience in Digital Analytics, understanding how to leverage on data and insights to drive digital business, understand what metrics and KPIs are important to a digital business",https://www.linkedin.com/jobs/view/3669531187/,1,2,1,1,0,0,1,0,0,0,0,0,0,0,2123.647960785067
7325,Anatics,Business Intelligence,1,HCM,2000,"Familiar with BI tools (Data Studio/PowerBI//Tableau/Holistics,...) and working as an analyst role in data projects or in the analytics field for at least 1 year (3 years for the senior role)",https://www.linkedin.com/jobs/view/business-intelligence-at-anatics-3739978222/,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1617.2143605913873
2324,DatVietVAC,"Data Scientists Database ( Python, C++ )",1,HCM,2000,"Have 1 year of experience; An advanced degree (Masters, Ph.D) in a field related to data science (i.e., applied mathematics, statistics, machine learning, or computer science).",https://jobsgo.vn/viec-lam/data-scientists-database-python-c-15206619677.html,1,2,1,0,0,0,0,0,0,0,1,0,1,1,2000.000000000228
4908,MISA SOFTWARE,Business Analysis,2,HN,2000,"Good skills in product/market research, data synthesis and information analysis; Proposing to build and improve tools to support sales automation teams to improve productivity",https://www.vietnamworks.com/chuyen-gia-phan-tich-kinh-doanh-3-1660881-jv,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2029.1498652989637
4272,TPBank,Senior Risk Portfolio Analytics ( TP FICO ),1,HN,2000,"Strong analytical skills and minimum 1 year proven proficiency in SQL and VBA, SAS basic knowledge; Experience in build datamart/ auto report/ BI report is advantage.",https://www.vietnamworks.com/fico-senior-risk-portfolio-analytics-1666145-jv,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1663.3685571076635
3481,Nexcel Solutions,Database Developer ( SQL ),2,HCM,2000,"Years of experience: 02; Experience in Relational Database design and implementation (MS SQL is a plus). Basic knowledge of Transaction Locking, SQL Server Broker.",https://www.topcv.vn/viec-lam/database-developer-sql-up-to-2-000-usd/820606.html?,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1969.596169506624
2765,Zuellig Pharma,Business Support ( Data ) Analyst,2,HCM,2000,"Expert in Excel, MS.Access, Power Query, Power BI; 2-3 years of hands-on IT experience, working for Customer Service/Contact Center and Digital/Automation",https://careerbuilder.vn/vi/tim-viec-lam/business-support-analyst.35BCE1D3.html,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1706.1740215387988
1902,Lawson,"Data Analyst ( SQL, Python )",2,"Malaysia, HN",2000,Prioritize recruiting Vietnamese candidates willing to relocate to Malaysia with attractive salary offers; From 2-year experience as a Data Analyst,https://itviec.com/viec-lam-it/data-analyst-sql-python-english-lawson-network-solution-2830,1,2,1,1,0,0,1,0,0,0,0,0,0,0,2123.647960785067
3048,Zuellig Pharma,SAP Data Analyst,2,HCM,2000,"Design, develop and maintain ongoing metrics, analyses, reports and dashboards; Familiarity with visualisation software, e.g. PowerBI is a plus",https://www.linkedin.com/jobs/view/3616188267,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1706.1740215387988
1173,CEL,Data Scientist,2,"HCM, Remote",2000,"Master's degree in statistics, applied mathematics, computer science, or a related discipline. 2+ years of working experience in data science",https://www.cel-consulting.com/open-positions,1,2,1,0,1,0,0,0,0,0,1,0,1,0,2410.4938409501465
4054,Undisclosed,Data Engineer ( Python /Java or Scala ),2,HCM,2000,"Data Engineer (Python/Java or Scala) from 2 years of experience. English communication. Salary up to 2000$. Work in Ward 5, District 5, HCM.",https://www.facebook.com/groups/datanalyticsvn/posts/3208698222756805/,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2017.0222089032643
4133,Undisclosed,Data Engineer,2,HCM,2000,"Data Engineer (Python/Java or Scala) from 2 years of experience. English communication. Salary up to 2000$. Work in Ward 5, District 5, HCM",https://www.facebook.com/groups/datanalyticsvn/posts/3209262082700419/,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2017.0222089032643
3354,Shopee,Search Engine Optimization - Marketing,1,HCM,2000,"Data-driven with strong analytical skills. Experienced with Excel, Google Analytics, Google Search Console, and Data Studio is a big plus",https://careers.shopee.sg/job-detail/J00241808/1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1663.3685571076635
3693,Undisclosed,Data Engineer,2,HN,2000,"Recruiting Data Engineer from 2 years of experience. Good English communication. Salary up to 2000$. Worked in Trung Liet, Dong Da, Hanoi",https://www.facebook.com/groups/datanalyticsvn/posts/3203007989992495,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2017.0222089032643
1973,LienVietPostBank,AI / Big Data Reseacher,2,HN,2000,"Have research experience in the field of Artificial Intelligence/ Big Data/ Videocall, NFC, Blockchain, AR/VR, etc. for 02 years or more",https://topdev.vn/detail-jobs/chuyen-vien-ban-nghien-cuu-cong-nghe-so-ai-big-data-cong-nghe-ngan-hang-thuong-mai-co-phan-buu-dien-lien-viet-2030116,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1969.596169506624
6862,Think Up,Quantitative Researcher,2,HCM,2000,"Ideally 2-4 years of relevant experience in a quantitative analyst role, preferably in the food and beverage or market research sector.",https://www.vietnamworks.com/quantitative-researcher-34-1697847-jv,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2017.0222089032643
