ID,Company,Job_Title,YOE,Location,Est_Salary,Job_Description,Link,Min_level,Max_level,VN,Overseas,Remote,Data_Engineer_prob,Data_Analyst_prob,Data_Scientist_prob,Business_Analyst_prob,Business_Intelligence_prob,Others_prob,Data_Engineer,Data_Analyst,Data_Scientist,Business_Analyst,Business_Intelligence,Others
4435,freeC Asia's Client,Market Research Analyst,3,HCM,1270,"Minimum of 3 years of experience in a related position; Proficient in data collection and analysis tools such as Excel, and SPSS.",https://www.linkedin.com/jobs/view/3650945415/,2,2,1,0,0,3.44E-06,0.9801871,0.001638839,0.037905354,1.66E-06,5.01E-05,0,1,0,0,0,0
4497,Undisclosed,Data Engineer,3,HCM,1270,"[Hybrid in District 1, District 3 HCM] Data Engineer with 3 years of experience (insurance). Strong AWS. Salary upto 30 million.",https://www.facebook.com/groups/datanalyticsvn/posts/3215997452026882/,2,2,1,0,0,1,8.73E-08,2.53E-06,7.48E-07,8.47E-13,1.46E-06,1,0,0,0,0,0
2912,EQG ( Equest Education Group ),Senior Financial Analyst & Controller,5,HCM,1270,Proficiency with Excel Modeling; Minimum 5 years relevant financial planning & analysis experience – worked at Big 4 preferred.,https://careerbuilder.vn/vi/tim-viec-lam/eqg-senior-financial-analyst-controller.35BCEAE8.html,2,2,1,0,0,0.00021007,0.9991147,2.12E-12,1.20E-09,8.84E-13,0.030059174,0,1,0,0,0,0
6765,Gonsa,Financial Specialist,4,HCM,1270,"4 years of working in the field of finance and accounting; Know how to use Ms Excel, Pivot Table, Power BI components.",https://careerbuilder.vn/vi/tim-viec-lam/financial-specialist.35BDDB29.html,2,2,1,0,0,0.00022776,0.004088654,1.35E-06,0.000418272,1.42E-05,0.9850784,0,0,0,0,0,1
6158,AgileTech,Data Engineer,3,HN,1270,"At least 3 years of experience in backend software development, including data pipeline and API design and development",https://www.topcv.vn/viec-lam/nhan-vien-data-engineer/1106700.html,2,2,1,0,0,0.99999994,1.44E-07,1.62E-09,1.60E-09,3.04E-14,4.20E-05,1,0,0,0,0,0
4573,Undisclosed,Data Engineer,3,"HCM, Remote*",1270,"[HCM-Hybrid] Recruiting Data Engineer, from 3 years of experience, strong in AWS, remote 3 days/week. Salary upto 30M.",https://www.facebook.com/groups/datanalyticsvn/posts/3218237628469531/,2,2,1,0,1,1,1.29E-06,3.90E-06,9.11E-07,2.56E-10,1.84E-07,1,0,0,0,0,0
7105,NGS,Data Engineer,3,HN,1270,"Knowledge of storage programming, distributed data processing, big data processing (Hadoop, Spark, Elastic Search...",https://www.topcv.vn/viec-lam/data-engineer/1141021.html,2,2,1,0,0,0.99999243,3.38E-07,1.41E-05,9.71E-07,1.31E-11,0.000319981,1,0,0,0,0,0
6911,TransCosmos Viet Nam,Business Intelligence Analyst,4,HCM,1270,"At least 4 years of experience as a Business Intelligence Analyst or similar role, with a focus on Power BI.",https://www.careerlink.vn/en/job/business-intelligence-analyst/2682252,2,2,1,0,0,0.000104916,0.000364181,1.21E-05,0.000148967,0.9552777,0.06446881,0,0,0,0,1,0
2531,TEECOM,"Market Research Analyst ( Excel, SPSS )",3,HCM,1270,Have at least 3 years of experience in the position of Market Research Analyst - Market Research Specialist.,https://careerbuilder.vn/vi/tim-viec-lam/market-research-analyst-chuyen-vien-nghien-cuu-thi-truong.35BCDEDB.html,2,2,1,0,0,0.006884859,0.4189368,3.82E-10,1.23E-08,3.15E-11,0.059277195,0,0,0,0,0,0
6394,Undisclosed,Data Engineer,3,HN,1270,"[Hanoi] We are looking to recruit Data Engineer, 3 years experience, no Eng required. Salary from 30M",https://www.facebook.com/groups/datanalyticsvn/posts/3252968661663094/,2,2,1,0,0,0.9999916,5.13E-05,0.000103928,7.95E-05,1.71E-07,1.15E-05,1,0,0,0,0,0
5747,PREP,Senior Data Analyst,3,HN,1270,[Cau Giay- Prep] Recruiting 1 Senior DA with 3 years of DA experience. Salary 20-30 million + bonus.,https://www.facebook.com/groups/datanalyticsvn/posts/3238852589741368/,2,2,1,0,0,7.00E-06,0.9999604,4.64E-05,0.000472096,1.24E-07,1.98E-08,0,1,0,0,0,0
4204,PREP,Data Analyst,,HN,1270,[Cau Giay - Hanoi] - Prep Recruiting Data Analyst (20-30 million + Bonus) to work Monday - Friday.,https://www.facebook.com/groups/datanalyticsvn/posts/3209917182634909/,2,2,1,0,0,0.000846354,0.9943027,0.002099054,5.38E-06,3.01E-10,9.40E-08,0,1,0,0,0,0
5574,PREP,Data Analyst,3,HN,1270,Cau Giay recruits 1 project manager with 3 years of experience. Salary 20-30 million + bonus.,https://www.facebook.com/groups/datanalyticsvn/posts/3235041036789190/,2,2,1,0,0,1.43E-05,0.99994177,5.08E-05,0.000124826,1.89E-08,2.66E-07,0,1,0,0,0,0
4460,Menard ( Thien Thuy Moc ),Data Analyst,3,HCM,1270,"Minimum 3-5 years experience in marketing analytics, preferably in a retail environment",https://careerbuilder.vn/vi/tim-viec-lam/data-analyst-18tr-28tr.35BD4A5F.html,2,2,1,0,0,3.49E-05,0.99994344,0.000242855,0.000435405,1.59E-07,4.41E-08,0,1,0,0,0,0
6128,DevWork,Data Engineer,3,HN,1270,"3-5+ year experience in Data Warehouse, Data model, Data mart, design Database",https://devwork.vn/viec-lam/bonus/11670,2,2,1,0,0,0.9999827,0.000251176,5.62E-05,5.35E-06,6.05E-09,0.000158536,1,0,0,0,0,0
6130,PREP,Data Analyst,3,HN,1270,[Cau Giay - Hanoi] - Prep Recruitment Data Analyst (20-30 million+ Bonus),https://www.facebook.com/groups/datanalyticsvn/posts/3246658842294076/,2,2,1,0,0,0.002285088,0.999811,2.19E-05,8.75E-06,4.99E-10,2.27E-07,0,1,0,0,0,0
3550,FPT,Data Analyst ( FPT Telecom ),3,HN,1270,Minimum 3 years of experience in a data analyst position or equivalent.,https://www.careerlink.vn/tim-viec-lam/data-analyst-ha-noi/2610220,2,2,1,0,0,8.69E-05,0.9999972,1.80E-07,4.59E-06,6.89E-10,3.36E-06,0,1,0,0,0,0
7251,F88,Senior Data Analyst,2,HN,1270,Have at least 02 years of working experience in a similar position,https://careerbuilder.vn/vi/tim-viec-lam/senior-data-analyst.35BE0D20.html,2,2,1,0,0,3.11E-05,0.9999979,3.69E-06,8.08E-05,1.31E-07,1.27E-08,0,1,0,0,0,0
7182,Undisclosed,Data Engineer | Data Analyst,4,Remote,1270,[REMOTE 100%] #DE #DA từ 4 năm KN. Good English. Offer upto 30M,https://www.facebook.com/groups/datanalyticsvn/posts/3273739349586025/,2,2,0,0,1,0.99526936,0.9994516,1.79E-06,4.13E-06,1.57E-09,1.21E-10,1,1,0,0,0,0
6058,Undisclosed,Data Engineer,3,VN,1270,02 #DE level 3 years of experience; Salary upto 30M,https://www.facebook.com/groups/datanalyticsvn/posts/3244469982512962/,2,2,1,0,0,0.99996895,0.011583235,2.25E-05,0.000206976,1.23E-06,1.63E-05,1,0,0,0,0,0
5987,PREP,Senior Data Analyst,3,HN,1270,Over 3 years of experience in a Data Analyst role.,https://www.topcv.vn/brand/congngheprep/tuyen-dung/senior-data-analyst-j1102196.html,2,2,1,0,0,3.82E-05,0.99999964,5.25E-07,1.03E-06,2.94E-09,8.13E-08,0,1,0,0,0,0
3718,SMedic | Smedicare,Data Analyst ( SQL / Python ),3,HN,1270,Have a minimum of 3 years in a similar position,https://itviec.com/it-jobs/data-analyst-sql-python-cong-ty-co-phan-he-thong-y-te-smedicare-1822?,2,2,1,0,0,1.56E-05,0.999999,7.63E-07,4.15E-05,3.66E-08,4.76E-07,0,1,0,0,0,0
6760,Undisclosed,Data Analyst,3,HN,1270,"DA from 3 years of experience, upto 30M",https://www.facebook.com/groups/datanalyticsvn/posts/3261630857463541/,2,2,1,0,0,5.12E-06,0.99999905,3.70E-07,9.33E-05,8.20E-07,3.41E-08,0,1,0,0,0,0
7301,TransCosmos Viet Nam,Data Analyst / Workforce Management Analyst Supervisor,3,HCM,1270,"Minimum 3-5 years of experience in data analysis, workforce management, or a related field",https://careerbuilder.vn/vi/tim-viec-lam/data-analyst-workforce-management-analyst-supervisor.35BE11A1.html,1,2,1,0,0,4.44E-06,0.9982875,0.022377979,0.043919697,1.00E-06,7.76E-06,0,1,0,0,0,0
3265,Elovi,Financial Planning and Analysis Leader,,HN,1270,Working knowledge of Power BI and financial software.,https://careerbuilder.vn/vi/tim-viec-lam/financial-planning-and-analysis-leader.35BD08BD.html,1,2,1,0,0,0.005035179,0.002245575,0.031238372,0.106494404,0.17876531,0.37761304,0,0,0,0,0,0
4880,EQG ( Equest Education Group ),Senior Financial Analyst & Controller,5,HCM,1270,Proficiency with Excel Modeling,https://careerbuilder.vn/vi/tim-viec-lam/eqg-senior-financial-analyst-controller.35BD5E79.html,1,2,1,0,0,0.000195939,0.99993545,1.70E-06,0.000141481,1.46E-06,2.42E-05,0,1,0,0,0,0
1720,Viettel,Data Analyst,0.5,HN,1275,At least 6 months of experience as a Data Analyst or equivalent position at software companies,https://tuyendung.viettel.vn/recruitment-information/detail/28417,0,1,1,0,0,1.46E-05,0.999991,1.74E-05,0.000104052,2.45E-09,4.67E-07,0,1,0,0,0,0
410,Viettel,Data Engineer,,HN,1275,"15,000,000 - 30,000,000 Have background knowledge such as: SQL, R, SAS, SPSS, Matlab, Python (Pandas, Numpy, Scikit-learn), ML Frameworks/tools (tensorflow, torch, pytorch, keras, ...)",https://tuyendung.viettel.vn/recruitment-information/detail/27829,0,2,1,0,0,0.9999962,0.003239386,3.67E-09,3.50E-07,3.31E-09,0.000110121,1,0,0,0,0,0
2481,MCI,( Learning ) IT & Data Courses Builder,,HN,1275,"Have experience working as a Data Analyst, Businees Analyst, IT Businees Analyst, preferably with more business-related experience.",https://www.facebook.com/groups/datanalyticsvn/posts/3184156408544320,1,2,1,0,0,0.98544675,5.46E-09,7.36E-05,1.01E-05,2.75E-09,0.10745916,1,0,0,0,0,0
2302,Undisclosed,Data Engineer,1,HN,1275,Hanoi - Looking for 3 DE friends from 1y exp OS. Offer up to 30M+allowances. Trial job with full salary.,https://www.facebook.com/groups/datanalyticsvn/posts/3180993338860627,1,2,1,0,0,1,1.50E-06,2.25E-09,2.49E-08,2.63E-13,2.66E-06,1,0,0,0,0,0
2359,HR1's Client,Data Analyst,2,HCM,1275,"2 years of experience in DA, Data Collection, BA,...",https://www.facebook.com/groups/datanalyticsvn/posts/3182843928675568,1,2,1,0,0,5.79E-06,0.9999806,0.001636471,5.51E-05,8.62E-08,5.48E-08,0,1,0,0,0,0
2456,Undisclosed,Senior Specialist Data Analyst ( SQL ),1,HCM,1275,"Knowledge and experience in the financial industry, financial products, financial product risk management (At least 1-2 years of experience in the industry)",https://www.facebook.com/groups/datanalyticsvn/posts/3183702121923082,2,2,1,0,0,0.001360048,0.99997044,3.54E-08,1.66E-06,5.13E-10,7.87E-07,0,1,0,0,0,0
2545,DOJI,Performance Analyst | Data Analyst,5,HN,1275,Minimum 5 years of experience in a similar position,https://www.topcv.vn/viec-lam/chuyen-gia-phan-tich-kinh-doanh/947760.html,2,2,1,0,0,3.00E-06,0.9999998,4.40E-07,0.000253046,1.56E-08,9.25E-08,0,1,0,0,0,0
2713,Funtap,Data Analyst,1,HN,1300,"Good at using one of the following statistical/modeling/data management software: SPSS, SQL, Oracle, R, Python,...",https://www.topcv.vn/viec-lam/data-analyst/1022357.html,0,1,1,0,0,5.46E-06,0.99998206,1.28E-05,0.001875288,7.27E-08,2.62E-07,0,1,0,0,0,0
6178,Sendo,Data Analyst,1,HCM,1300,"Priority is given to those with 6 months or more experience in Data Analyst, Business Intelligence positions",https://careerbuilder.vn/vi/tim-viec-lam/data-analyst.35BDB018.html,0,1,1,0,0,2.59E-05,0.9999962,1.48E-07,3.14E-06,3.96E-09,4.31E-07,0,1,0,0,0,0
5386,TransCosmos Viet Nam,Workforce Management Analyst / Data Analyst,1,HCM,1300,"Ability to use Power BI, SQL and Excel",https://careerbuilder.vn/vi/tim-viec-lam/workforce-management-analyst-data-analyst.35BD7B3D.html,0,1,1,0,0,2.06E-06,0.99980897,0.009720086,0.2728013,1.65E-05,2.95E-07,0,1,0,0,0,0
5298,Navigos Search's Client,Data Engineer,,HN,1300,"Have experience participating in one of the following types of projects: Data Analytics, Business Intelligence, Data Warehouse, Data Lake, BigData...",https://www.vietnamworks.com/data-engineer-117-1675408-jv,0,2,1,0,0,0.9999945,3.63E-07,0.001956922,1.47E-06,5.31E-12,4.96E-05,1,0,0,0,0,0
5103,MindX Jobs's Client,Data Engineer,,HN,1300,Experience with object-oriented scripting languages (e.g. Python); Experience with Data Modeling methods (e.g Kimball),https://www.linkedin.com/jobs/view/data-engineer-hanoi-mx109-at-mindx-jobs-3674185598,0,2,1,0,0,0.99999905,0.000191563,6.71E-09,1.23E-07,7.92E-11,0.000126793,1,0,0,0,0,0
672,9Pay,Data Engineer,0.5,HN,1300,"Have at least 06 months of working experience in the field of financial data, e-wallet, mobile e-commerce",https://tuyendung.9pay.vn/vi/data-engineer,0,2,1,0,0,1,1.01E-09,0.000378904,1.62E-05,4.18E-12,2.59E-06,1,0,0,0,0,0
5693,Shinhan Finance,Reporting Executive ( Accounting Reports ),0,HCM,1300,"New freshers who satisfied job requirements are welcomed; 1-2 years working experience in reporting field is preferred; Effectively used mass data tools (SQL, Excel Power BI, etc.)",https://www.vietnamworks.com/reporting-executive-accounting-reports-1681154-jv,0,1,1,0,0,0.002727914,2.80E-05,0.23728533,0.06632328,0.000132816,0.7519113,0,0,0,0,0,1
6352,Emall ( Pierre Cardin ),Data Analyst Marketing,1,HCM,1300,1 year in similar position,https://www.careerlink.vn/en/job/nhan-vien-data-analyst-marketing/2667390,1,1,1,0,0,4.46E-05,0.99997115,4.68E-05,0.001596143,9.28E-06,7.72E-08,0,1,0,0,0,0
3734,Mobicast,Financial Analyst,2,HN,1300,"Graduated from University majoring in finance and banking, economics, accounting, auditing, corporate finance,....Minimum 2 years of experience in a similar position Master financial knowledge, financial accounting, management accounting, and in-depth cost analysis. Synthesis, analysis and reporting skills;Office computer skills (especially Excel, PBI) Careful, hardworking, agile",https://www.linkedin.com/jobs/view/3634536966/,1,2,1,0,0,7.76E-06,0.99956954,4.22E-09,3.78E-07,5.80E-09,0.000497417,0,1,0,0,0,0
5231,Undisclosed,Data Analyst | Data Engineer,2,HN,1300,"[HN] No English communication is required; Data Analyst | 2+ years of experience | PowerBI, SQL | $1000 Gross (max); Data Engineer | 2+ years of experience | Python, SQL | $1300 Gross (max)",https://www.facebook.com/groups/datanalyticsvn/posts/3227307970895830/,1,2,1,0,0,0.11233406,0.9999988,4.86E-09,2.14E-10,6.67E-12,7.50E-08,0,1,0,0,0,0
845,Onpoint,CS ChatBot Analyst,1,HCM,1300,"Tableau / Power BI experience is a plus At least 1-year relevant experience in Business Development, Field Check, Customer Service, preferably in the field Tech, FinTech, E-commerce",https://www.onpoint.vn/jobs/cs-chat-bot-analyst/,1,2,1,0,0,0.0002028,0.9117056,2.14E-05,6.77E-07,8.04E-10,0.006481468,0,1,0,0,0,0
1975,Kim Tín,Planning Analyst,1,HCM,1300,"Prepare forecast data, develop statistical forecast models and evaluate forecast results; Have 1 - 3 years of experience in planning for trade and service companies.",https://careerbuilder.vn/en/search-job/nhan-vien-ke-hoach-san-xuat-hcm.35BBF131.html,1,2,1,0,0,3.58E-06,0.99999297,2.70E-06,1.99E-05,3.74E-08,7.69E-06,0,1,0,0,0,0
2122,Giá Kho Group ( dienthoaigiakho ),Business Analyst & CEO Assistant | Data Analyst,2,HCM,1300,Priority is given to female candidates. Have at least 2 years of working experience in a similar position in the retail or electronics/telephone industry.,https://tuyendung.giakho.vn/tro-ly-giam-doc-kinh-doanh,1,2,1,0,0,2.03E-05,0.9998936,1.47E-06,5.17E-05,1.43E-07,7.70E-06,0,1,0,0,0,0
1967,Undisclosed,Business Intelligence Specialist,2,HCM,1300,"From 2 years of similar experience Proficient in MS SQL, MS BI, Python, Google Studio, Google Analyst tools",https://www.facebook.com/groups/datanalyticsvn/posts/3174887519471209,1,2,1,0,0,0.000906769,0.000113275,0.000716165,0.002310598,0.98949915,0.045004424,0,0,0,0,1,0
5294,Undisclosed,Data Engineer,2,HN,1300,"Hà Nội - Salary upto $1300; At least 2 years of experience; Experience: SQL, Python",https://www.facebook.com/groups/datanalyticsvn/posts/3228362930790334/,1,2,1,0,0,0.99998724,0.000128405,1.26E-06,2.30E-06,2.00E-09,0.000198506,1,0,0,0,0,0
818,Tera Group,Business Data Engineer,2,Da Nang,1300,"2 years experience data modeling, schema design, ETL, and reporting",https://docs.google.com/document/d/1VyiaQvJkvGwTKmwrDp6sTP8rYJ0xvlMl/edit,1,2,1,0,0,0.9999969,3.97E-07,0.001596995,5.50E-05,7.61E-09,0.000110924,1,0,0,0,0,0
1669,SAMO,Data Engineer,2,VN,1300,Have 2+ years of experience in data warehouse construction.,https://careerbuilder.vn/vi/tim-viec-lam/data-engineer-upto-35m.35BBE8E8.html,1,2,1,0,0,0.9998924,0.011708162,1.72E-05,1.37E-05,3.91E-07,6.01E-05,1,0,0,0,0,0
3283,SAMO,Data Engineer,2,VN,1300,Have 2 years or more experience in building Data Warehouse.,https://careerbuilder.vn/en/search-job/data-engineer.35BBC9AD.html,1,2,1,0,0,0.9999696,7.01E-05,0.001179566,1.50E-05,8.18E-08,2.41E-05,1,0,0,0,0,0
6327,Elcom,Data Engineer ( Big Data Database / Python / Scala ),1.5,HN,1300,"Have 1.5 years of experience working on big data systems,",https://www.careerlink.vn/en/job/data-engineer-big-data-database-python-scala/2666826,1,2,1,0,0,0.1094889,0.015344198,0.004638779,0.001508641,0.81295186,0.39571035,0,0,0,0,1,0
4957,Elcom,Data Engineer,1.5,HN,1300,Have 1.5 years of experience working on big data systems,https://www.linkedin.com/jobs/view/3667432118/,1,2,1,0,0,0.99987346,0.005056032,0.000136402,1.75E-05,7.61E-08,5.06E-05,1,0,0,0,0,0
2761,HaMo Group,Senior Financial Analyst,2,HN,1300,2 years of experience in a Finance Analyst position.,https://www.linkedin.com/jobs/view/3610046061,1,2,1,0,0,0.000385598,0.99971575,0.000107829,0.000259001,7.15E-07,1.50E-05,0,1,0,0,0,0
112,TransCosmos Viet Nam,Data Analyst ( CRM ),,HCM,1300,Minimum of 1.5-year experience in a related field,https://www.trans-cosmos.com.vn,1,2,1,0,0,1.04E-06,0.99999756,7.87E-06,0.000969942,1.15E-07,5.34E-08,0,1,0,0,0,0
1119,New Ocean IS,Data Analyst ( PowerBI ),1,HCM,1300,At least 01 year experience in Data Analyst,https://nois.vn/job-description/data-analyst-powerbi/,1,2,1,0,0,5.82E-06,0.9999547,0.000394853,0.000119084,1.17E-07,6.02E-08,0,1,0,0,0,0
5230,Undisclosed,Data Analyst | Data Engineer,3,HN,1300,"[Dong Da HN] Recruiting DAs and DEs with >3 years of experience, TAs with good reading comprehension. Salary ~1300.",https://www.facebook.com/groups/datanalyticsvn/posts/3227307970895830/,2,2,1,0,0,0.4822681,0.99999994,9.47E-13,3.41E-10,6.00E-11,4.64E-08,0,1,0,0,0,0
7184,GHC ( GHConsults ),Senior Analyst ( Accounting & Finance ),2,HN,1300,Advanced user of Ms. Excel and/or other data analysis tools,https://www.vietnamworks.com/senior-analyst-accounting-finance-2-1703610-jv,2,2,1,0,0,1.23E-05,0.99979717,5.49E-05,9.47E-06,8.30E-09,0.000823065,0,1,0,0,0,0
4576,GHC ( GHConsults ),Senior Analyst ( Accounting & Finance ),,HN,1300,Advanced user of Excel and/or other data analysis tools.,https://www.vietnamworks.com/senior-analyst-accounting-finance-1-1668978-jv,2,2,1,0,0,1.26E-05,0.9998619,4.77E-05,1.71E-05,9.93E-08,0.00031711,0,1,0,0,0,0
2042,Dong Tam Group,Report Analyst ( Budgeting ),3,HCM,1300,Minimum 3 years of management accounting experience,https://tuyendung.dongtam.com.vn/tuyendung/chuyen-vien-bao-cao-quan-tri-ngan-sach/,2,2,1,0,0,9.15E-06,0.9883149,0.001663761,0.008138226,2.80E-05,0.000108324,0,1,0,0,0,0
2044,Dong Tam Group,Report Analyst ( Logistics ),3,HCM,1300,Minimum 3 years of accounting/finance experience,https://tuyendung.dongtam.com.vn/tuyendung/chuyen-vien-bao-cao-quan-tri-logistic/,2,2,1,0,0,6.61E-06,0.9978294,0.000328608,0.009173054,5.67E-05,5.98E-05,0,1,0,0,0,0
2365,Tinh Vân Software,Data Engineer,3,HCM,1300,From 3 years of DE/DS experience,https://www.facebook.com/groups/datanalyticsvn/posts/3182942118665749,2,2,1,0,0,0.99999875,4.27E-05,4.06E-05,0.000193925,1.10E-07,7.04E-06,1,0,0,0,0,0
4067,Cloudeats,C&B Supervisor ( F&B/ Retail ),3,HCM,1300,"Proficiency in data management/ visualization tools suite like Google Data Studio, Power BI would be an added advantage",https://www.vietnamworks.com/c-b-supervisor-f-b-retail-1663396-jv,1,2,1,0,0,9.54E-06,6.45E-05,0.00044935,0.1040876,0.000221559,0.956936,0,0,0,0,0,1
2936,Ahamove,Growth Marketing Leader,2,HN,1300,"Knowledge of statistics, modern statistical tools (SQL, GG Analytics); At least 2 years experience",https://www.vietnamworks.com/growth-marketing-leader-1-1-1653431-jv,1,2,1,0,0,0.001786765,1.01E-06,0.00357655,0.001799932,1.53E-05,0.9850217,0,0,0,0,0,1
2134,Undisclosed,Data Specialist,,HN,1350,"Have experience working with databases such as: Oracle, SQL, PL/SQL, Microsoft SQL Server, DB2,... and developing reports; Have experience implementing one of the solutions Data Analytics, Business Intelligence, Data Warehouse, Data Lake...",https://www.facebook.com/groups/datanalyticsvn/posts/3178582815768346,0,2,1,0,0,0.002413416,6.81E-06,0.012682158,3.64E-05,8.67E-10,0.9281291,0,0,0,0,0,1
7032,NMS,Data Scientist,2,HN,1355,Minimum 2 years of experience working directly at heritage companies and projects,https://www.topcv.vn/viec-lam/data-scientist/998904.html,1,2,1,0,0,2.09E-05,0.049889013,0.8289255,0.062246688,4.49E-05,0.11000428,0,0,1,0,0,0
5271,YODY,Data Scientist,2,HN,1355,2 years experience in equivalent position,https://www.topcv.vn/viec-lam/data-scientist/1079887.html,1,2,1,0,0,6.68E-05,0.01296285,0.92960286,0.26602894,0.00039898,0.031814426,0,0,1,0,0,0
4602,Undisclosed,Data Specialist,3,HN,1355,"[Urgent] Cau Giay, Hanoi urgently needs: Data Specialist (male preferred); Salary upto 32 million; 3 years of experience or more; 2 rounds of interview -> fast process -> priority to be able to work immediately",https://www.facebook.com/groups/datanalyticsvn/posts/3218329848460309/,2,2,1,0,0,0.00011307,1.10E-05,2.77E-05,0.000559528,1.15E-07,0.9360633,0,0,0,0,0,1
5124,Bang Huu ( Amigo Technologies ),Data Specialist ( urgent ),3,HN,1355,"Nam Data Specialist (urgent); Amigo Salary: 20,000,000 - 32,000,000 VND; Have experience implementing one of the solutions Data Analytics, Business Intelligence, Data Warehouse, Data Lake...",https://www.facebook.com/groups/datanalyticsvn/posts/3226555007637793/,2,2,1,0,0,0.003257007,5.09E-06,0.03077868,8.10E-05,6.31E-08,0.8116765,0,0,0,0,0,1
5617,Undisclosed,Data Specialist ( urgent ),3,HN,1355,"3 years; Have experience implementing one of the solutions Data Analytics, Business Intelligence, Data Warehouse, Data Lake...",https://www.facebook.com/groups/datanalyticsvn/posts/3235751620051465/,2,2,1,0,0,0.001857436,2.17E-05,0.015374232,4.89E-05,1.19E-08,0.95877755,0,0,0,0,0,1
4059,Undisclosed,Data Specialist ( urgent ),3,HN,1355,"Have experience implementing one of the solutions Data Analytics, Business Intelligence, Data Warehouse, Data Lake...",https://www.facebook.com/groups/datanalyticsvn/posts/3208637949429499/,2,2,1,0,0,0.002725694,7.30E-06,0.053976838,0.000164629,9.16E-09,0.94689935,0,0,0,0,0,1
6683,Undisclosed,Data Analyst Leader / Supervisor,,HCM,1356,Salary up to 32Mil gross/month; 1 year of experience Leading a team of 4 or more people,https://www.facebook.com/groups/datanalyticsvn/posts/3260488034244490/,1,2,1,0,0,9.45E-05,0.9999777,2.32E-05,0.000122033,1.71E-08,1.04E-06,0,1,0,0,0,0
70,NIC's Client,Data Solution Consultant,1,HN,1360,"Have experience developing ETL or reports such as: SQL, DataStage, Tableau, PowerBI, Python... Have experience participating in one of the following types of projects: Data Analytics, Business Inteligence, Data Warehouse, Data Lake, BigData...",https://nicvn.com/chuyen-vien-tu-van-giai-phap-du-lieu-data-solution-consultant,1,2,1,0,0,0.013310436,6.38E-06,0.01474963,0.001755709,5.26E-09,0.5659857,0,0,0,0,0,1
2590,Crossian,Data Engineer,4,HN,1360,"4+ years of experience in Backend development or Data engineering, ETL development, or a similar role.",https://www.topcv.vn/viec-lam/junior-data-engineer/1011198.html,2,2,1,0,0,0.999999,3.75E-06,6.49E-08,5.74E-08,4.21E-12,0.000171017,1,0,0,0,0,0
2890,Undisclosed,Data Specialist,3,HN,1360,[Xuân Thủy-HN] Data Specialist; Salary: upto 32M; 3+years of experience,https://www.facebook.com/groups/datanalyticsvn/posts/3189119591381335,2,2,1,0,0,0.00026319,0.025756443,5.48E-08,0.000223248,3.13E-07,0.9958305,0,0,0,0,0,1
5908,JT1's Client,Middle Data Engineer,3,Remote,1400,"6 MONTH CONTRACT; 3+ years of experience in Data engineering in designing, building, maintaining data infrastructure in cloud environments (AWS, GCP or Azure)",https://www.facebook.com/groups/datanalyticsvn/posts/3241113499515277/,1,2,0,0,1,0.9999816,2.06E-05,0.000978168,7.44E-05,5.35E-09,4.63E-06,1,0,0,0,0,0
1977,Undisclosed,Data Scientist,1.5,HN,1400,From 1.5 years. Priority is given to having experience in processing large data in the Banking domain.,https://www.facebook.com/groups/datanalyticsvn/posts/3174976782795616,1,2,1,0,0,2.32E-05,0.010841635,0.16411161,0.06318279,2.90E-05,0.14250517,0,0,0,0,0,0
6791,SmartOSC,Data Analyst,2,HN,1400,Proven working experience as a Data Analyst or Business Data Analyst or Business Intelligence.,https://www.topcv.vn/viec-lam/data-analyst-tieng-anh-giao-tiep-tot/1073755.html,1,2,1,1,0,2.87E-05,0.9999364,1.79E-05,6.84E-05,3.30E-09,5.63E-07,0,1,0,0,0,0
4445,Lawson,Senior Data Engineer,2,HN,1400,2+ years of experience in data engineering or related fields.,https://www.topcv.vn/viec-lam/senior-data-engineer-salary-1200-1400usd/1061346.html,1,2,1,0,0,0.9999987,0.000335188,3.55E-05,0.000114857,1.83E-08,2.40E-06,1,0,0,0,0,0
549,VNPAY,Data Analyst,1,HN,1400,1+ years of relevant experience focus on data-related tasks,https://drive.google.com/file/d/1IP-2lJZ9rIU88zzL5QsKU1cnbXoTUiTO/edit,1,2,1,0,0,9.14E-05,0.9999985,4.62E-06,2.46E-07,8.19E-10,1.44E-07,0,1,0,0,0,0
6372,Anheuser - Busch InBev ( AB InBev ),Route to Market Operation Excellence Supervisor,3,HCM,1400,"At least 3-5 years related experiences; Excel, Power BI",https://www.linkedin.com/jobs/view/3706537778,1,2,1,0,0,0.00013899,0.015734918,0.09383125,0.45526534,0.03777322,0.3047727,0,0,0,0,0,0
3195,Forward Data Lab,Research Developers,,Remote,1440,$900-$1440/month (full-time) or $5-$8/hour (part-time),https://www.facebook.com/groups/datanalyticsvn/posts/3193869224239705,0,2,0,0,1,0.001664132,0.000349234,6.49E-07,6.51E-05,2.71E-06,0.99913514,0,0,0,0,0,1
3623,Oppo,Finance Management Trainee,3,HCM,1450,"Skilled in forecasting, budgeting and variance analysis; 3-4 years’ experience as an equivalent position in Big 4",https://www.careerlink.vn/tim-viec-lam/finance-management-trainee-ho-chi-minh/2611347,1,2,1,0,0,0.053785086,2.41E-06,0.002329567,0.000620371,1.89E-06,0.95372516,0,0,0,0,0,1
